INVOICENO,"STOCK CODE",Description,Quantity,InvoiceDate,UNITPRICE,CustomerID,Country
538083,22241,"GARLAND WOODEN HAPPY EASTER",2,"12-01-2010 12:43",1.25,16424,"United Kingdom"
538084,22904,"CALENDAR PAPER CUT DESIGN",3,"12-01-2010 12:43",2.95,18283,"United Kingdom"
538085,22905,"CALENDAR IN SEASON DESIGN",2,"12-01-2010 12:43",2.95,12735,"United Kingdom"
538086,22197,"SMALL POPCORN HOLDER",3,"12-01-2010 12:43",0.85,13764,"United Kingdom"
538087,22092,"BLUE PAISLEY TISSUE BOX",1,"12-01-2010 12:43",1.25,13656,"United Kingdom"
538088,22469,"HEART OF WICKER SMALL",1,"12-01-2010 12:43",1.65,12413,"United Kingdom"
538089,22100,"SKULLS SQUARE TISSUE BOX",1,"12-01-2010 12:43",1.25,14312,"United Kingdom"
538090,22096,"PINK PAISLEY SQUARE TISSUE BOX ",1,"12-01-2010 12:43",1.25,13280,"United Kingdom"
538091,22583,"PACK OF 6 HANDBAG GIFT BOXES",1,"12-01-2010 12:43",2.55,15845,"United Kingdom"
538092,21358,"TOAST ITS - HAPPY BIRTHDAY",2,"12-01-2010 12:43",1.25,16094,"United Kingdom"
538093,21123,"SET/10 IVORY POLKADOT PARTY CANDLES",1,"12-01-2010 12:43",1.25,13187,"United Kingdom"
538094,21124,"SET/10 BLUE POLKADOT PARTY CANDLES",1,"12-01-2010 12:43",1.25,16567,"United Kingdom"
538095,21122,"SET/10 PINK POLKADOT PARTY CANDLES",1,"12-01-2010 12:43",1.25,14828,"United Kingdom"
538096,84378,"SET OF 3 HEART COOKIE CUTTERS",1,"12-01-2010 12:43",1.25,12530,"United Kingdom"
538097,21985,"PACK OF 12 HEARTS DESIGN TISSUES ",12,"12-01-2010 12:43",0.29,16551,"United Kingdom"
538098,21427,"SKULLS STORAGE BOX SMALL",2,"12-01-2010 12:43",2.1,16889,"United Kingdom"
538099,21034,"REX CASH+CARRY JUMBO SHOPPER",2,"12-01-2010 12:43",0.95,16473,"United Kingdom"
538100,21930,"JUMBO STORAGE BAG SKULLS",1,"12-01-2010 12:43",1.95,13750,"United Kingdom"
538101,20772,"GARDEN PATH JOURNAL",1,"12-01-2010 12:43",2.55,12501,"United Kingdom"
538102,22469,"HEART OF WICKER SMALL",2,"12-01-2010 12:43",1.65,15607,"United Kingdom"
538103,71406,"BLACK ORANGE SQUEEZER",12,"12-01-2010 12:43",0.42,15139,"United Kingdom"
538104,84985,"SET OF 72 GREEN PAPER DOILIES",1,"12-01-2010 12:43",1.45,12489,"United Kingdom"
538105,20754,"RETROSPOT RED WASHING UP GLOVES",1,"12-01-2010 12:43",2.1,17707,"United Kingdom"
538106,84596,"SMALL LICORICE DES PINK BOWL",1,"12-01-2010 12:43",1.25,18198,"United Kingdom"
538107,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1,"12-01-2010 12:43",2.95,12484,"United Kingdom"
538108,22501,"PICNIC BASKET WICKER LARGE",1,"12-01-2010 12:43",9.95,18179,"United Kingdom"
538109,22854,"CREAM SWEETHEART EGG HOLDER",1,"12-01-2010 12:48",4.95,17284,"United Kingdom"
538110,84997,"PINK 3 PIECE POLKADOT CUTLERY SET",1,"12-01-2010 12:49",3.75,13233,"United Kingdom"
538111,47599,"PINK PARTY BAGS",1,"12-01-2010 12:49",2.1,14889,"United Kingdom"
538112,47599,"BLUE PARTY BAGS ",1,"12-01-2010 12:49",2.1,12480,"United Kingdom"
538113,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",1,"12-01-2010 12:49",3.75,14672,"United Kingdom"
538114,20972,"PINK CREAM FELT CRAFT TRINKET BOX ",1,"12-01-2010 12:49",1.25,13593,"United Kingdom"
538115,22569,"FELTCRAFT CUSHION BUTTERFLY",1,"12-01-2010 12:49",3.75,13162,"United Kingdom"
